City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Marmaris,TR,2022-07-21 13:50:43,36.855,28.2742,87.12,32,0,8.39
295,Ila,NO,2022-07-21 13:50:43,63.4305,10.3705,62.6,80,96,1.99
296,Sitka,US,2022-07-21 13:49:51,57.0531,-135.33,55.29,88,100,0.0
297,Meadow Lake,US,2022-07-21 13:50:44,34.8014,-106.5436,78.4,58,23,3.11
298,Wallsend,GB,2022-07-21 13:50:44,54.9911,-1.534,65.77,61,88,8.95
299,Goundam,ML,2022-07-21 13:50:44,16.4145,-3.6708,95.61,36,27,10.58
300,Batagay-Alyta,RU,2022-07-21 13:50:45,67.8006,130.4114,48.29,83,98,3.6
301,Abu Samrah,SY,2022-07-21 13:50:45,35.3029,37.1841,92.7,23,0,21.54
302,Kupang,ID,2022-07-21 13:50:45,-10.1667,123.5833,76.12,78,10,13.94
303,Aykhal,RU,2022-07-21 13:50:46,66.0,111.5,52.36,92,100,0.74
304,Aguimes,ES,2022-07-21 13:50:46,27.9054,-15.4461,83.03,48,20,33.38
305,Pozo Colorado,PY,2022-07-21 13:50:46,-23.4923,-58.7972,83.77,28,95,10.31
306,Vao,NC,2022-07-21 13:50:47,-22.6667,167.4833,73.4,90,2,19.46
307,Kargil,IN,2022-07-21 13:50:47,34.5667,76.1,73.45,10,100,4.5
308,Gat,IL,2022-07-21 13:50:47,31.61,34.7642,90.39,30,0,13.22
309,Turukhansk,RU,2022-07-21 13:50:47,65.8167,87.9833,61.93,67,92,6.85
310,Martil,MA,2022-07-21 13:50:48,35.6166,-5.2752,84.16,61,40,13.8
311,Yokadouma,CM,2022-07-21 13:50:48,3.5167,15.05,77.31,88,98,2.19
312,Saint-Joseph,RE,2022-07-21 13:50:48,-21.3667,55.6167,70.21,73,44,14.85
313,Port Hardy,CA,2022-07-21 13:48:11,50.6996,-127.4199,51.98,93,100,4.61
314,Doka,SD,2022-07-21 13:50:49,13.5167,35.7667,81.46,60,32,10.4
315,Genhe,CN,2022-07-21 13:50:49,50.7833,121.5167,64.44,84,68,2.59
316,Mnogovershinnyy,RU,2022-07-21 13:50:49,53.9353,139.9242,51.87,97,100,4.07
317,Moses Lake,US,2022-07-21 13:47:14,47.1301,-119.2781,72.28,58,0,3.44
318,Nantucket,US,2022-07-21 13:47:21,41.2835,-70.0995,75.34,98,100,10.36
319,Jaguarao,BR,2022-07-21 13:50:50,-32.5661,-53.3758,67.01,92,100,7.76
320,Ergani,TR,2022-07-21 13:50:53,38.2653,39.7621,93.45,19,0,14.63
321,Suseni,RO,2022-07-21 13:50:53,46.6667,25.55,79.83,28,0,7.76
322,Horqueta,PY,2022-07-21 13:50:54,-23.3428,-57.0597,85.33,23,30,9.55
323,Namatanai,PG,2022-07-21 13:50:54,-3.6667,152.4333,79.21,79,77,6.17
324,Redcar,GB,2022-07-21 13:50:54,54.6166,-1.06,66.34,28,83,10.96
325,Karratha,AU,2022-07-21 13:50:55,-20.7377,116.8463,72.19,78,0,7.78
326,Scottsbluff,US,2022-07-21 13:47:04,41.8666,-103.6672,64.63,63,0,5.75
327,Kerikeri,NZ,2022-07-21 13:50:55,-35.2268,173.9474,49.91,95,57,5.99
328,Havre-Saint-Pierre,CA,2022-07-21 13:50:55,50.2334,-63.5986,71.96,56,0,4.61
329,Kloulklubed,PW,2022-07-21 13:50:56,7.0419,134.2556,77.5,80,100,1.68
330,Nanortalik,GL,2022-07-21 13:50:56,60.1432,-45.2371,51.3,78,9,13.6
331,Ampanihy,MG,2022-07-21 13:50:56,-24.7,44.75,79.2,29,17,6.38
332,Georgetown,MY,2022-07-21 13:50:56,5.4112,100.3354,85.95,71,20,3.44
333,Digha,IN,2022-07-21 13:50:57,21.6833,87.55,84.9,79,100,12.21
334,Sisophon,KH,2022-07-21 13:50:57,13.5859,102.9737,74.16,94,100,4.74
335,Saldanha,ZA,2022-07-21 13:44:37,-33.0117,17.9442,64.45,64,3,9.44
336,Martinopolis,BR,2022-07-21 13:46:50,-22.1458,-51.1708,74.52,33,97,11.07
337,Teahupoo,PF,2022-07-21 13:50:58,-17.8333,-149.2667,66.16,78,9,11.86
338,Springbok,ZA,2022-07-21 13:50:58,-29.6643,17.8865,65.88,27,0,10.6
339,Santiago,CL,2022-07-21 13:47:57,-33.4569,-70.6483,59.99,71,5,3.44
340,Tiznit,MA,2022-07-21 13:50:58,29.5833,-9.5,105.44,8,37,8.1
341,Sangar,RU,2022-07-21 13:50:59,63.9242,127.4739,64.2,94,65,6.11
342,Moen,NO,2022-07-21 13:50:59,69.1304,18.6123,57.92,94,75,3.44
343,Aksay,RU,2022-07-21 13:50:59,47.26,39.87,79.25,23,1,13.0
344,Veinticinco De Mayo,AR,2022-07-21 13:51:00,-35.4323,-60.1727,54.99,67,30,3.0
345,Sivaki,RU,2022-07-21 13:51:00,52.6333,126.75,64.22,77,100,2.42
346,Labuhan,ID,2022-07-21 13:51:00,-6.8844,112.2051,77.77,78,82,8.7
347,Ranau,MY,2022-07-21 13:51:00,5.9538,116.6641,71.15,97,87,0.29
348,Bacalar,MX,2022-07-21 13:51:01,18.6667,-88.3833,84.31,74,40,0.0
349,Grand Gaube,MU,2022-07-21 13:51:01,-20.0064,57.6608,72.0,77,79,8.99
350,Zhucheng,CN,2022-07-21 13:51:01,35.9947,119.3975,75.79,84,0,2.8
351,Zurrieq,MT,2022-07-21 13:51:02,35.8311,14.4742,89.11,55,20,4.61
352,Sterling,US,2022-07-21 13:47:59,39.0062,-77.4286,88.38,76,75,8.05
353,Suntar,RU,2022-07-21 13:51:02,62.1444,117.6319,56.23,97,100,3.65
354,Alofi,NU,2022-07-21 13:51:02,-19.0595,-169.9187,69.69,94,9,5.75
355,Zyryanka,RU,2022-07-21 13:51:03,65.75,150.85,46.2,74,5,5.59
356,Riyadh,SA,2022-07-21 13:47:27,24.6877,46.7219,111.34,5,61,17.65
357,Roros,NO,2022-07-21 13:51:03,62.5747,11.3842,60.64,77,75,12.66
358,Santa Rosalia,MX,2022-07-21 13:51:03,27.3167,-112.2833,85.35,40,0,7.58
359,Santa Cruz,BO,2022-07-21 13:47:48,-17.8,-63.1667,75.25,64,51,16.11
360,Bardsir,IR,2022-07-21 13:51:04,29.9227,56.5743,87.93,10,0,13.62
361,Natal,BR,2022-07-21 13:49:19,-5.795,-35.2094,80.82,83,75,5.75
362,Comodoro Rivadavia,AR,2022-07-21 13:51:04,-45.8667,-67.5,40.86,56,0,26.46
363,Lincoln,US,2022-07-21 13:49:00,40.8,-96.667,81.12,68,0,4.61
364,Saint-Augustin,CA,2022-07-21 13:51:04,51.226,-58.6502,72.59,52,8,14.92
365,Gasa,PS,2022-07-21 13:51:08,31.5,34.4667,89.89,63,1,12.55
366,Elliot,ZA,2022-07-21 13:51:08,-31.3333,27.85,61.43,32,11,7.11
367,Usinsk,RU,2022-07-21 13:51:08,65.9939,57.5281,68.22,48,100,19.42
368,Kenai,US,2022-07-21 13:46:53,60.5544,-151.2583,50.14,98,100,4.61
369,Ilo,PE,2022-07-21 13:51:09,-17.6394,-71.3375,59.86,82,100,2.3
370,Ancud,CL,2022-07-21 13:51:09,-41.8697,-73.8203,41.23,73,100,11.5
371,Pangnirtung,CA,2022-07-21 13:51:09,66.1451,-65.7125,44.6,100,100,9.22
372,Salihorsk,BY,2022-07-21 13:51:10,52.7876,27.5415,75.18,55,7,14.2
373,Gorontalo,ID,2022-07-21 13:51:10,0.5412,123.0595,75.76,94,41,2.55
374,Toamasina,MG,2022-07-21 13:51:10,-18.1667,49.3833,75.2,69,40,9.22
375,Yagodnoye,RU,2022-07-21 13:51:11,62.55,149.6667,46.87,71,100,2.44
376,Sur,OM,2022-07-21 13:50:24,22.5667,59.5289,89.89,65,100,3.51
377,Hidalgo,MX,2022-07-21 13:51:11,20.5,-99.0,64.62,69,27,1.45
378,Dakar,SN,2022-07-21 13:51:11,14.6937,-17.4441,88.68,74,75,4.61
379,Naranjal,EC,2022-07-21 13:51:12,-2.6667,-79.6167,74.84,76,85,4.09
380,Borogontsy,RU,2022-07-21 13:51:12,62.6683,131.1683,67.42,74,6,5.28
381,Tura,IN,2022-07-21 13:51:12,25.5198,90.2201,76.37,95,100,3.4
382,Rabak,SD,2022-07-21 13:51:12,13.1809,32.74,87.46,46,96,9.46
383,Lac Du Bonnet,CA,2022-07-21 13:51:13,50.2536,-96.0612,66.72,69,5,9.95
384,Deming,US,2022-07-21 13:49:26,32.2687,-107.7586,75.09,53,0,5.75
385,Adelaide,AU,2022-07-21 13:50:29,-34.9333,138.6,57.33,66,75,17.27
386,Camacupa,AO,2022-07-21 13:46:27,-12.0167,17.4833,82.58,18,14,2.35
387,Kavieng,PG,2022-07-21 13:51:13,-2.5744,150.7967,81.72,79,100,10.42
388,Rawson,AR,2022-07-21 13:51:07,-43.3002,-65.1023,45.12,42,0,24.83
389,Waingapu,ID,2022-07-21 13:51:14,-9.6567,120.2641,75.07,84,45,7.14
390,Fukue,JP,2022-07-21 13:51:14,32.6881,128.8419,78.1,81,92,17.36
391,Bambous Virieux,MU,2022-07-21 13:51:14,-20.3428,57.7575,71.85,68,75,16.11
392,Backnang,DE,2022-07-21 13:51:15,48.95,9.4333,85.89,56,49,5.99
393,Honningsvag,NO,2022-07-21 13:51:15,70.9821,25.9704,62.35,72,40,2.3
394,Flin Flon,CA,2022-07-21 13:51:15,54.7682,-101.865,64.24,63,75,12.66
395,Thinadhoo,MV,2022-07-21 13:51:16,0.5333,72.9333,82.15,72,100,8.81
396,Rivne,UA,2022-07-21 13:51:16,50.6231,26.2274,77.07,38,39,12.15
397,Omboue,GA,2022-07-21 13:51:16,-1.5746,9.2618,78.66,68,92,10.63
398,Samdrup Jongkhar,BT,2022-07-21 13:51:16,26.9167,91.6167,73.24,94,100,3.18
399,Victoria,HK,2022-07-21 13:51:17,22.2855,114.1577,89.19,76,1,5.99
400,Sungai Besar,MY,2022-07-21 13:51:17,3.6746,100.9867,79.52,80,81,3.36
401,Bathsheba,BB,2022-07-21 13:51:17,13.2167,-59.5167,86.61,83,20,25.32
402,Lasa,IT,2022-07-21 13:51:18,46.6166,10.7002,88.7,62,60,3.78
403,Naze,JP,2022-07-21 13:51:18,28.3667,129.4833,81.52,88,96,12.66
404,Sainte-Suzanne,RE,2022-07-21 13:51:18,-20.9061,55.6089,71.85,93,75,14.97
405,Guayaramerin,BO,2022-07-21 13:51:19,-10.8368,-65.3614,78.85,65,0,2.3
406,Azare,NG,2022-07-21 13:51:19,11.6765,10.1948,89.62,43,55,6.29
407,Lakes Entrance,AU,2022-07-21 13:51:19,-37.8811,147.981,41.16,87,0,10.07
408,Kitami,JP,2022-07-21 13:51:20,43.8031,143.8908,55.11,96,34,2.17
409,Merauke,ID,2022-07-21 13:51:23,-8.4667,140.3333,75.65,87,19,11.07
410,Lata,PT,2022-07-21 13:51:23,40.1629,-8.3327,85.5,49,0,11.92
411,Vokhtoga,RU,2022-07-21 13:51:24,58.8147,41.0461,68.02,64,99,5.06
412,Voyvozh,RU,2022-07-21 13:51:24,62.892,54.9635,66.99,66,84,1.9
413,Tongliao,CN,2022-07-21 13:51:24,43.6125,122.2653,71.44,80,100,2.13
414,Hokitika,NZ,2022-07-21 13:51:24,-42.7167,170.9667,41.5,72,0,7.67
415,Pokhara,NP,2022-07-21 13:48:47,28.2333,83.9833,71.83,93,100,2.26
416,Klaksvik,FO,2022-07-21 13:51:25,62.2266,-6.589,54.52,85,10,12.5
417,Currais Novos,BR,2022-07-21 13:51:25,-6.2608,-36.5178,81.3,59,100,17.78
418,Ust-Maya,RU,2022-07-21 13:51:25,60.4167,134.5333,67.1,71,100,3.0
419,Kota Kinabalu,MY,2022-07-21 13:51:26,5.9749,116.0724,84.18,79,20,7.0
420,Caravelas,BR,2022-07-21 13:51:26,-17.7125,-39.2481,78.33,62,1,8.19
421,Birao,CF,2022-07-21 13:51:26,10.2849,22.7882,91.31,43,57,2.59
422,Yeppoon,AU,2022-07-21 13:50:34,-23.1333,150.7333,58.78,94,85,8.39
423,Baruun-Urt,MN,2022-07-21 13:51:27,46.6806,113.2792,74.77,40,59,13.11
424,Cockburn Town,TC,2022-07-21 13:46:46,21.4612,-71.1419,84.16,70,40,9.22
425,Topeka,US,2022-07-21 13:50:42,39.0483,-95.678,79.97,71,0,1.01
426,Dzilam Gonzalez,MX,2022-07-21 13:51:27,21.2833,-88.9333,83.37,69,4,4.54
427,Plettenberg Bay,ZA,2022-07-21 13:51:27,-34.0527,23.3716,58.89,68,0,5.75
428,Yuzhno-Kurilsk,RU,2022-07-21 13:51:28,44.0306,145.8556,56.86,92,63,13.67
429,Chulman,RU,2022-07-21 13:51:28,56.8479,124.9104,59.76,92,99,1.03
430,Zhuhai,CN,2022-07-21 13:51:28,22.2769,113.5678,85.78,79,20,5.75
431,Torrijos,ES,2022-07-21 13:51:29,39.9819,-4.2835,97.07,12,0,3.0
432,Ayotzintepec,MX,2022-07-21 13:51:29,17.6667,-96.1333,79.29,64,57,2.08
433,Gull Lake,CA,2022-07-21 13:48:12,50.1001,-108.4847,69.03,46,26,1.9
434,Indramayu,ID,2022-07-21 13:51:29,-6.3264,108.32,80.98,74,99,12.82
435,Faanui,PF,2022-07-21 13:51:29,-16.4833,-151.75,76.82,74,4,13.65
436,Deputatskiy,RU,2022-07-21 13:51:30,69.3,139.9,40.44,85,3,6.31
437,Iskateley,RU,2022-07-21 13:51:30,67.6803,53.1512,57.87,47,1,17.22
438,Kombissiri,BF,2022-07-21 13:51:30,12.0656,-1.3375,85.98,46,70,5.91
439,Barrhead,GB,2022-07-21 13:51:31,55.7992,-4.3929,69.12,62,75,5.75
440,Nueva Loja,EC,2022-07-21 13:51:31,0.0847,-76.8828,71.62,88,75,3.44
441,Whitehorse,CA,2022-07-21 13:48:14,60.7161,-135.0538,42.82,85,75,9.22
442,Petropavlovsk-Kamchatskiy,RU,2022-07-21 13:49:33,53.0452,158.6483,57.79,100,100,4.47
443,Piacabucu,BR,2022-07-21 13:51:31,-10.4056,-36.4344,79.54,60,97,8.34
444,Cherskiy,RU,2022-07-21 13:50:41,68.75,161.3,31.77,93,13,12.66
445,Wajima,JP,2022-07-21 13:51:32,37.4,136.9,73.31,91,100,11.68
446,Turayf,SA,2022-07-21 13:51:32,31.6725,38.6637,98.85,16,0,9.22
447,Palmer,US,2022-07-21 13:49:51,42.1584,-72.3287,86.25,65,81,3.0
448,Vadso,NO,2022-07-21 13:51:33,70.0744,29.7487,72.48,72,0,9.22
449,Paamiut,GL,2022-07-21 13:49:48,61.994,-49.6678,45.86,90,100,4.97
450,Krasnoborsk,RU,2022-07-21 13:51:33,61.5598,45.934,76.39,54,100,3.91
451,Talara,PE,2022-07-21 13:51:33,-4.5772,-81.2719,63.36,82,0,23.02
452,Fairbanks,US,2022-07-21 13:51:34,64.8378,-147.7164,55.24,80,75,1.01
453,Terrace,CA,2022-07-21 13:51:34,54.5163,-128.6035,58.91,67,75,5.75
454,Hals,DK,2022-07-21 13:51:34,56.9961,10.3081,78.01,68,100,3.09
455,Petatlan,MX,2022-07-21 13:51:38,17.5167,-101.2667,83.66,73,85,3.74
456,Kushmurun,KZ,2022-07-21 13:51:38,52.4503,64.6311,74.44,43,2,12.86
457,Ilulissat,GL,2022-07-21 13:51:38,69.2167,-51.1,47.12,82,100,7.07
458,Trincomalee,LK,2022-07-21 13:51:38,8.5711,81.2335,83.21,78,71,9.1
459,Black River,JM,2022-07-21 13:51:39,18.0264,-77.8487,85.46,57,5,2.39
460,Yar-Sale,RU,2022-07-21 13:51:39,66.8333,70.8333,51.21,60,100,8.84
461,Ayagoz,KZ,2022-07-21 13:51:39,47.9714,80.4392,74.68,50,28,8.46
462,Ponta Delgada,PT,2022-07-21 13:51:40,37.7333,-25.6667,78.49,83,75,8.05
463,Stephenville Crossing,CA,2022-07-21 13:51:40,48.5,-58.4318,64.53,88,75,16.11
464,Mandalgovi,MN,2022-07-21 13:51:40,45.7625,106.2708,62.11,53,100,15.17
465,Punta Umbria,ES,2022-07-21 13:51:40,37.1821,-6.9661,89.24,42,73,8.52
466,Oranjestad,AW,2022-07-21 13:50:05,12.524,-70.027,84.15,74,20,21.85
467,Dauriya,RU,2022-07-21 13:51:41,49.9333,116.8667,69.06,72,0,4.79
468,Ambovombe,MG,2022-07-21 13:51:41,-25.1667,46.0833,72.48,66,22,9.86
469,Yaan,NG,2022-07-21 13:51:19,7.3833,8.5667,78.15,77,95,7.94
470,Seda,LV,2022-07-21 13:51:42,57.65,25.75,83.05,39,14,6.73
471,Placido De Castro,BR,2022-07-21 13:51:42,-10.3353,-67.1856,85.5,34,0,1.05
472,Lisakovsk,KZ,2022-07-21 13:51:42,52.5369,62.4936,71.89,45,93,12.3
473,Prado,BR,2022-07-21 13:51:42,-17.3411,-39.2208,78.37,62,11,8.3
474,Hofn,IS,2022-07-21 13:48:44,64.2539,-15.2082,53.62,82,100,6.91
475,Ormara,PK,2022-07-21 13:51:43,25.2088,64.6357,84.18,83,62,14.74
476,Taoudenni,ML,2022-07-21 13:51:43,22.6783,-3.9836,106.63,19,12,6.71
477,Vila,PT,2022-07-21 13:51:44,42.0304,-8.1588,83.7,46,1,7.67
478,Vardo,NO,2022-07-21 13:51:44,70.3705,31.1107,57.18,88,0,9.22
479,Mayen,DE,2022-07-21 13:51:44,50.3333,7.2167,79.63,66,99,10.31
480,Coffs Harbour,AU,2022-07-21 13:51:44,-30.3,153.1333,58.96,88,75,6.91
481,Gornopravdinsk,RU,2022-07-21 13:51:45,60.05,69.9,65.52,52,98,7.16
482,Port Lincoln,AU,2022-07-21 13:51:45,-34.7333,135.8667,54.75,74,100,15.66
483,Rio Formoso,BR,2022-07-21 13:51:45,-8.6636,-35.1586,78.03,79,88,11.1
484,Shimoda,JP,2022-07-21 13:51:46,34.6667,138.95,79.07,85,99,6.55
485,Todos Santos,MX,2022-07-21 13:51:46,23.45,-110.2167,90.3,86,6,7.78
486,Kavaratti,IN,2022-07-21 13:51:46,10.5669,72.642,81.1,82,100,20.98
487,Biggar,GB,2022-07-21 13:51:47,55.6167,-3.5167,67.3,67,100,2.62
488,Vestmanna,FO,2022-07-21 13:51:47,62.1564,-7.1664,52.72,76,75,11.5
489,Santo Domingo,DO,2022-07-21 13:47:40,18.5001,-69.9886,86.04,77,20,5.99
490,Basco,PH,2022-07-21 13:51:47,20.4487,121.9702,85.51,80,0,12.15
491,Harlingen,US,2022-07-21 13:51:48,26.1906,-97.6961,84.94,89,0,12.66
492,Vavatenina,MG,2022-07-21 13:51:48,-17.4667,49.2,65.75,84,1,3.62
493,Fallon,US,2022-07-21 13:51:48,39.4735,-118.7774,73.92,34,0,8.05
494,Gloversville,US,2022-07-21 13:51:48,43.0528,-74.3438,84.11,78,75,0.0
495,Leh,IN,2022-07-21 13:48:58,34.1667,77.5833,73.26,7,100,7.09
496,Koumac,NC,2022-07-21 13:51:49,-20.5667,164.2833,74.84,86,10,7.16
497,Necochea,AR,2022-07-21 13:51:49,-38.5473,-58.7368,49.62,50,52,15.77
498,Loukhi,RU,2022-07-21 13:51:49,66.0764,33.0381,79.47,44,58,1.61
499,Bakel,SN,2022-07-21 13:51:50,14.905,-12.4568,78.66,85,100,6.08
500,Leeds,GB,2022-07-21 13:51:50,53.7964,-1.5477,66.67,79,75,3.44
501,Sysert,RU,2022-07-21 13:51:53,56.4953,60.8192,69.78,76,100,9.22
502,Dohrighat,IN,2022-07-21 13:51:54,26.2644,83.5164,85.68,74,100,5.95
503,Nieves,PH,2022-07-21 13:51:54,15.3274,120.9485,83.71,85,100,1.57
504,Clyde River,CA,2022-07-21 13:51:54,70.4692,-68.5914,39.43,93,100,20.71
505,Arvika,SE,2022-07-21 13:51:54,59.6553,12.5852,84.81,30,100,6.46
506,Iqaluit,CA,2022-07-21 13:51:55,63.7506,-68.5145,38.93,100,100,8.05
507,Mayo,US,2022-07-21 13:51:55,38.8876,-76.5119,89.01,77,0,1.99
508,Zhezkazgan,KZ,2022-07-21 13:51:55,47.8043,67.7144,94.98,17,0,15.66
509,Balmazujvaros,HU,2022-07-21 13:51:56,47.6167,21.35,93.38,14,0,16.31
510,Tampere,FI,2022-07-21 13:51:56,61.4991,23.7871,85.71,46,0,6.91
511,Puerto Del Rosario,ES,2022-07-21 13:51:56,28.5004,-13.8627,82.15,61,0,11.5
512,Mayor Pablo Lagerenza,PY,2022-07-21 13:51:56,-19.9309,-60.7718,86.23,28,38,17.13
513,Sao Miguel Do Araguaia,BR,2022-07-21 13:51:57,-13.275,-50.1628,88.36,26,26,11.52
514,Loandjili,CG,2022-07-21 13:51:57,-4.7561,11.8578,76.17,74,11,11.01
515,Steamboat Springs,US,2022-07-21 13:48:21,40.485,-106.8317,69.3,52,40,0.0
516,Faya,SA,2022-07-21 13:51:57,18.3851,42.4509,82.51,52,98,7.09
517,Hovd,MN,2022-07-21 13:51:58,48.0056,91.6419,69.71,30,99,4.38
518,Saint-Denis,FR,2022-07-21 13:51:58,48.9167,2.3333,81.93,56,100,8.05
519,Presidencia Roque Saenz Pena,AR,2022-07-21 13:50:50,-26.7852,-60.4388,78.93,35,100,10.29
520,Smolenka,RU,2022-07-21 13:51:58,52.1352,113.4974,60.87,94,58,4.47
521,Nome,US,2022-07-21 13:47:57,64.5011,-165.4064,44.67,93,100,0.0
522,Mardin,TR,2022-07-21 13:51:59,37.3131,40.7436,93.83,12,0,16.2
523,Aktau,KZ,2022-07-21 13:51:59,43.65,51.2,97.38,32,94,12.46
524,La Paz,BO,2022-07-21 13:51:59,-16.5,-68.15,51.78,13,40,2.3
525,Tommot,RU,2022-07-21 13:52:00,58.9564,126.2925,61.25,92,1,2.59
526,Auray,FR,2022-07-21 13:52:00,47.6703,-2.9918,74.48,58,54,13.4
527,Chihuahua,MX,2022-07-21 13:49:13,28.5,-106.0,80.42,50,8,11.05
528,Luena,AO,2022-07-21 13:52:00,-11.7833,19.9167,82.87,18,18,4.16
529,Dingle,PH,2022-07-21 13:52:01,10.9995,122.6711,78.4,89,100,5.32
530,Westport,US,2022-07-21 13:49:56,41.1415,-73.3579,88.09,80,0,5.75
531,Eyl,SO,2022-07-21 13:52:01,7.9803,49.8164,84.72,53,100,28.12
532,Ayni,TJ,2022-07-21 13:52:01,39.3941,68.5377,88.86,26,0,7.94
533,North Platte,US,2022-07-21 13:52:02,41.1239,-100.7654,71.49,53,0,5.75
534,Gornoye Loo,RU,2022-07-21 13:52:02,43.7129,39.6049,76.78,58,1,8.55
535,Johnstown,US,2022-07-21 13:47:18,40.3267,-78.922,80.44,81,75,11.5
536,San-Pedro,CI,2022-07-21 13:52:02,4.7485,-6.6363,78.76,63,73,7.49
537,Kovdor,RU,2022-07-21 13:52:03,67.5662,30.4758,75.33,46,100,5.61
538,Bin Qirdan,TN,2022-07-21 13:52:03,33.1378,11.2197,90.93,38,0,15.95
539,Karoi,ZW,2022-07-21 13:52:03,-16.8099,29.6925,64.02,57,82,6.58
540,Woodburn,US,2022-07-21 13:47:29,45.1437,-122.8554,63.52,75,0,3.0
541,Chumikan,RU,2022-07-21 13:52:04,54.7183,135.315,52.0,100,100,4.47
542,Altagracia De Orituco,VE,2022-07-21 13:52:04,9.8601,-66.3814,79.95,75,48,4.88
543,Covington,US,2022-07-21 13:50:15,39.0837,-84.5086,82.58,80,0,5.75
544,Palani,IN,2022-07-21 13:52:04,10.4667,77.5333,82.33,70,87,8.88
545,The Valley,AI,2022-07-21 13:52:05,18.217,-63.0578,84.81,94,40,17.27
546,Kitale,KE,2022-07-21 13:52:08,1.0157,35.0062,65.39,83,74,1.72
547,Vila Do Maio,CV,2022-07-21 13:52:08,15.1333,-23.2167,83.19,85,94,10.2
548,Quesnel,CA,2022-07-21 13:52:09,52.9999,-122.5029,45.1,100,18,0.0
549,Sal Rei,CV,2022-07-21 13:52:09,16.1833,-22.9167,79.0,69,75,10.36
550,Bara,NG,2022-07-21 13:52:09,10.3744,10.7288,85.55,55,54,0.96
551,Pout,SN,2022-07-21 13:52:10,14.7739,-17.0603,88.56,62,75,8.05
552,Kushima,JP,2022-07-21 13:52:10,31.4583,131.2333,81.23,88,100,9.37
553,Puerto Penasco,MX,2022-07-21 13:52:10,31.3167,-113.5333,86.65,64,100,1.45
554,Brae,GB,2022-07-21 13:50:03,60.3964,-1.353,55.15,76,24,12.19
555,Tanete,ID,2022-07-21 13:52:11,-3.9443,119.7848,74.32,97,74,3.69
556,Camacha,PT,2022-07-21 13:52:11,33.0833,-16.3333,69.22,68,75,17.27
557,Lethem,GY,2022-07-21 13:52:11,3.3803,-59.7968,83.28,70,32,4.79
